POT_A0    LIGHT_A1  SOUND_A2  TEMP_A3   
3.320312	1.376953	1.137695	1.733398	0.000000
3.320312	1.367188	1.152344	1.733398	0.000995
3.325195	1.367188	1.123047	1.733398	0.002014
3.325195	1.367188	1.132812	1.738281	0.002992
3.325195	1.376953	1.108398	1.733398	0.003993
3.325195	1.362305	1.127930	1.733398	0.004993
3.325195	1.347656	1.132812	1.733398	0.005992
3.325195	1.342773	1.123047	1.733398	0.007007
3.325195	1.367188	1.152344	1.738281	0.007994
3.325195	1.372070	1.147461	1.738281	0.008993
3.325195	1.367188	1.157227	1.738281	0.009992
3.325195	1.362305	1.118164	1.733398	0.010994
3.325195	1.372070	1.137695	1.733398	0.012013
3.320312	1.372070	1.132812	1.738281	0.012981
3.320312	1.347656	1.171875	1.738281	0.013981
3.320312	1.342773	1.142578	1.733398	0.014980
3.325195	1.352539	1.093750	1.733398	0.015981
3.320312	1.376953	1.132812	1.738281	0.016981
3.325195	1.362305	1.113281	1.733398	0.017981
3.325195	1.362305	1.093750	1.733398	0.018980
3.325195	1.362305	1.098633	1.733398	0.019981
3.320312	1.372070	1.118164	1.733398	0.020983
3.320312	1.347656	1.132812	1.733398	0.022182
3.320312	1.342773	1.093750	1.733398	0.023010
3.325195	1.337891	1.171875	1.738281	0.023995
3.320312	1.372070	1.127930	1.733398	0.024994
3.325195	1.362305	1.142578	1.738281	0.025994
3.320312	1.362305	1.108398	1.733398	0.026994
3.325195	1.357422	1.152344	1.738281	0.027993
3.325195	1.372070	1.171875	1.738281	0.028994
3.320312	1.352539	1.132812	1.733398	0.029994
3.325195	1.342773	1.142578	1.738281	0.031004
3.325195	1.333008	1.132812	1.738281	0.032067
3.320312	1.357422	1.157227	1.738281	0.032997
3.320312	1.367188	1.088867	1.733398	0.033992
3.325195	1.357422	1.152344	1.738281	0.034992
3.325195	1.357422	1.152344	1.738281	0.035992
3.325195	1.367188	1.123047	1.733398	0.036992
3.325195	1.362305	1.093750	1.733398	0.037992
3.325195	1.342773	1.132812	1.738281	0.039008
3.320312	1.333008	1.201172	1.738281	0.039992
3.325195	1.347656	1.137695	1.738281	0.040994
3.320312	1.372070	1.132812	1.733398	0.042013
3.320312	1.357422	1.176758	1.738281	0.042992
3.325195	1.357422	1.147461	1.738281	0.043993
3.325195	1.352539	1.181641	1.738281	0.044992
3.325195	1.367188	1.108398	1.733398	0.045992
3.325195	1.342773	1.191406	1.738281	0.046992
3.325195	1.333008	1.196289	1.738281	0.047992
3.320312	1.333008	1.152344	1.738281	0.048992
3.325195	1.362305	1.201172	1.738281	0.049992
3.325195	1.357422	1.250000	1.738281	0.050994
3.320312	1.352539	1.201172	1.738281	0.052014
3.320312	1.352539	1.186523	1.738281	0.052992
