3.325195	0.708008	0.478516	1.660156	0.000000
3.325195	0.698242	0.849609	1.669922	0.000994
3.320312	0.698242	0.825195	1.665039	0.001994
3.320312	0.703125	0.712891	1.665039	0.002996
3.325195	0.717773	0.795898	1.665039	0.003999
3.320312	0.693359	0.698242	1.665039	0.005000
3.320312	0.688477	0.527344	1.660156	0.005983
3.320312	0.683594	0.722656	1.665039	0.006983
3.320312	0.703125	0.522461	1.660156	0.007984
3.325195	0.703125	0.742188	1.665039	0.008983
3.320312	0.703125	0.786133	1.665039	0.009983
3.320312	0.703125	0.712891	1.665039	0.010984
3.320312	0.717773	0.815430	1.665039	0.011982
3.320312	0.698242	0.815430	1.665039	0.012985
3.325195	0.693359	0.825195	1.669922	0.014004
3.325195	0.683594	0.859375	1.669922	0.014983
3.325195	0.698242	0.830078	1.669922	0.015982
3.320312	0.703125	0.810547	1.665039	0.016983
3.325195	0.703125	0.805664	1.665039	0.017983
3.320312	0.703125	0.820312	1.669922	0.018983
3.320312	0.712891	0.742188	1.665039	0.019983
3.320312	0.712891	0.834961	1.669922	0.020999
3.320312	0.693359	0.795898	1.665039	0.021983
3.320312	0.688477	0.615234	1.665039	0.022984
3.325195	0.693359	0.761719	1.665039	0.024168
3.320312	0.708008	0.751953	1.665039	0.024996
3.320312	0.703125	0.732422	1.665039	0.025996
3.320312	0.703125	0.712891	1.665039	0.026995
3.320312	0.703125	1.928711	1.694336	0.027996
3.320312	0.717773	0.717773	1.665039	0.029183
3.320312	0.698242	0.463867	1.660156	0.029999
3.320312	0.688477	0.644531	1.665039	0.030995
3.320312	0.683594	0.805664	1.665039	0.031996
3.320312	0.703125	0.815430	1.665039	0.032996
3.320312	0.703125	1.103516	1.674805	0.034042
3.325195	0.703125	0.966797	1.669922	0.035002
3.320312	0.703125	0.737305	1.665039	0.036010
3.320312	0.717773	0.654297	1.665039	0.036996
3.325195	0.703125	0.610352	1.665039	0.037994
3.325195	0.693359	0.664062	1.665039	0.038995
3.325195	0.683594	0.468750	1.660156	0.039995
3.320312	0.698242	0.781250	1.665039	0.040996
3.320312	0.703125	0.849609	1.669922	0.041995
3.325195	0.703125	0.937500	1.669922	0.042996
3.320312	0.703125	0.883789	1.669922	0.044009
3.320312	0.712891	0.708008	1.665039	0.044999
3.325195	0.712891	0.590820	1.665039	0.045995
3.320312	0.693359	0.761719	1.665039	0.046995
3.320312	0.688477	0.996094	1.669922	0.047995
3.320312	0.688477	0.981445	1.669922	0.048995
3.320312	0.708008	0.869141	1.669922	0.049995
3.320312	0.703125	0.976562	1.669922	0.050995
3.320312	0.703125	0.844727	1.669922	0.052010
3.325195	0.703125	0.712891	1.665039	0.052997
3.320312	0.717773	0.747070	1.665039	0.054011
3.325195	0.698242	0.942383	1.669922	0.055000
3.320312	0.688477	1.083984	1.674805	0.055995
3.320312	0.683594	0.766602	1.665039	0.056995
3.320312	0.703125	0.947266	1.669922	0.057996
3.320312	0.703125	0.908203	1.669922	0.058995
3.320312	0.703125	0.712891	1.665039	0.059995
3.325195	0.703125	0.839844	1.669922	0.060995
3.320312	0.717773	0.776367	1.665039	0.061995
3.325195	0.698242	0.747070	1.665039	0.062996
3.325195	0.693359	0.722656	1.665039	0.064011
3.325195	0.683594	0.844727	1.669922	0.065133
3.320312	0.698242	0.747070	1.665039	0.065995
3.320312	0.708008	0.810547	1.665039	0.066995
3.320312	0.703125	0.712891	1.665039	0.068010
3.320312	0.703125	0.766602	1.665039	0.068995
3.320312	0.712891	0.703125	1.665039	0.069996
3.320312	0.712891	0.776367	1.665039	0.070996
3.320312	0.693359	0.708008	1.665039	0.071995
3.320312	0.688477	0.849609	1.665039	0.072996
3.320312	0.693359	0.878906	1.669922	0.074008
